Marker_name	Gene_symbol	protein_control	protein_stim	log2_protein_change	rna_control	rna_stim	log2_rna_change	atac_control	atac_stim	log2_atac_change
CD4-1	CD4	75603.13	35618.64	-1.08579211068302	19.11	8.75	-1.04443895766838	51	40.36	-0.330275437600882
CD8	CD8A	6628.61	4604.46	-0.525578741448636	20.92	35.01	0.716149801229754	13.1	28.95	1.08686084038999
CD56(NCAM)	NCAM1	995.82	671.83	-0.567090980996418	8.58	7.66	-0.145658631009455	313.94	244.63	-0.358590228472163
CD45-1	PTPRC	1405.78	1073.21	-0.389120672665118	998.87	732.97	-0.44601943621415	248.91	237.7	-0.0662100647438713
CD3-2	CD3E	7078.02	305.49	-4.52963774313422	130.78	89.71	-0.538797922480365	5.15	14.27	1.31204174657025
CD19	CD19	4076.79	5019.36	0.3000033400075	0.3	0	-0.37851162325373	33.69	23.65	-0.492932194021108
CD11c	ITGAX	12348.31	10772.63	-0.196926011043145	222.44	237.39	0.0934362400687517	124.92	147.59	0.238829580848084
CD34	CD34	522.78	412.44	-0.34128299777105	0	0	0	14.5	30.58	1.02674295569864
CD138-1(Syndecan-1)	SDC1	567.78	394.62	-0.52375537507866	0.15	0	-0.20163386116965	9.83	5.3	-0.781609509221048
CD269(BCMA)	TNFRSF17	260.77	199.77	-0.382756056424906	0.3	0	-0.37851162325373	0.47	0	-0.55581615506164
CD90(Thy1)	THY1	834.3	425.35	-0.970256181422409	0.6	0	-0.678071905112638	0.47	0.82	0.308122295362332
CD117(c-kit)	KIT	536.54	272.3	-0.975886654198141	0.6	0	-0.678071905112638	35.09	28.95	-0.269043140221085
CD45RA	PTPRC	1956.3	1197.37	-0.707791485266341	998.87	732.97	-0.44601943621415	248.91	237.7	-0.0662100647438713
CD123	IL3RA	12977.74	25003.37	0.946029925300613	272.41	370.86	0.443693558758698	86.09	89.29	0.0520591392806204
CD105	CD7	7824.58	1408.81	-2.47269693885698	74.8	109.4	0.542470418607077	8.42	14.27	0.696901097184068
CD201	PROCR	646.28	684.12	0.0819667734287498	23.18	35.01	0.574583354941157	26.67	27.32	0.0334986214730428
CD194	CCR4	3077.68	1823.71	-0.754644724909794	5.72	20.79	1.69713305833715	0	4.48	2.4541758931858
CD4-2	CD4	1913.97	1718.6	-0.155248775572649	19.11	8.75	-1.04443895766838	51	40.36	-0.330275437600882
CD44-1	CD44	16377.01	12099.08	-0.436743487908776	871.1	727.5	-0.259564599905519	483.78	376.32	-0.361541607649073
CD8a	CD8A	32093.98	29636.1	-0.114943375609968	20.92	35.01	0.716149801229754	13.1	28.95	1.08686084038999
CD14	CD14	5283.44	2742.02	-0.945985453908386	587.25	312.88	-0.906216310135991	56.14	34.25	-0.696877778762854
CD16	FCGR3A	1381.53	630.65	-1.13011350500102	184.66	82.05	-1.16061095027842	11.7	12.23	0.0589845646191487
CD56(NCAM)Recombinant	NCAM1	1527.23	1408.2	-0.116985306679821	8.58	7.66	-0.145658631009455	313.94	244.63	-0.358590228472163
CD25	IL2RA	5159.12	27503.21	2.41417594380977	48.76	595.13	3.58256858759617	57.55	206.71	1.8268295991933
CD45RO	PTPRC	4232.55	2804.72	-0.593496887238226	998.87	732.97	-0.44601943621415	248.91	237.7	-0.0662100647438713
CD279	PDCD1	3026.1	4783.94	0.660564499113036	2.86	6.56	0.969785386952992	7.49	19.98	1.30517821902423
TIGIT	TIGIT	539.42	769.56	0.511826229935821	29.5	42.67	0.517833288442644	7.49	35.88	2.1190021968763
Rat-IgG2b-IsotypeCtrl	NA	118.36	57.16	-1.03722026633564	NA	NA	NA	NA	NA	NA
CD20	MS4A1	1049.04	512.63	-1.0316429119737	13.39	1.09	-2.78349174465942	4.68	15.9	1.57306041166486
CD335	NCR1	1011.03	732.68	-0.464029193866566	3.76	6.56	0.667424660913129	8.89	19.98	1.08497225181816
CD294	PTGDR2	435.65	209.6	-1.0519719038182	0.3	0	-0.37851162325373	7.02	5.71	-0.257289470254737
CD31	PECAM1	48103.98	23282.3	-1.04689070519645	41.84	1.09	-4.35738363266937	225.05	150.04	-0.581711247844501
CD44-2	CD44	20949.66	14748.9	-0.506290519809295	871.1	727.5	-0.259564599905519	483.78	376.32	-0.361541607649073
CD133-1	PROM1	660.05	528.61	-0.319829034227997	0	0	0	42.58	36.29	-0.224877399342266
Podoplanin	PDPN	1190.63	414.9	-1.51862775977338	14.9	12.03	-0.287189681603583	25.27	33.43	0.390249980436284
CD140a	PDGFRA	304.95	261.85	-0.219056164262881	0.6	2.19	0.995484518877507	38.37	27.32	-0.475275447076044
CD140b	PDGFRB	315.43	213.29	-0.562321857728048	6.32	2.19	-1.19828722451917	93.57	68.9	-0.43609014112049
Cadherin11	CDH11	388.79	332.53	-0.22488054572245	0	0	0	18.25	15.49	-0.223267047032159
CD340	ERBB2	944.45	736.37	-0.358612442073966	1.2	0	-1.13750352374993	29.94	39.14	0.375567419913582
CD146	MCAM	770.19	416.13	-0.886589269679557	0.6	1.09	0.38543103719352	14.5	20.79	0.491397980954307
CD324	CDH1	944.65	686.58	-0.459778737135806	1.35	0	-1.23266075679027	21.05	44.44	1.0431841790598
IgM	IGHM	292.01	205.3	-0.50620608132149	7.98	1.09	-2.10321250266026	NA	NA	NA
TCRgd	TRD/TRG	681.83	539.68	-0.336751452818453	NA	NA	NA	NA	NA	NA
CD195	CCR5	1409.69	773.25	-0.865529606624082	76.6	41.57	-0.866219562292782	17.78	24.87	0.462082991030966
CD196	CCR6	2534.97	1724.14	-0.555824233361831	12.34	14.22	0.19020969231896	13.57	30.17	1.09715727756086
CD185	CXCR5	483.32	358.35	-0.43057089421883	2.41	0	-1.76977173924945	24.33	30.58	0.318164094147736
CD103	ITGAE	1405.78	1244.08	-0.176158287011536	53.43	44.85	-0.247480302242677	106.68	127.21	0.251758477221563
CD69	CD69	6193.16	40913.37	2.72362708291284	40.18	125.81	1.62265278311969	35.56	49.33	0.461152527438832
CD161	KLRB1	373.59	278.44	-0.422773838273244	69.38	9.85	-2.69747047141782	4.21	6.52	0.529449289399129
CD152	CTLA4	326.53	561.19	0.77943073602354	3.76	14.22	1.6769348801956	18.71	37.51	0.9663053467535
CD223	LAG3	697.86	904.17	0.373185295370136	7.22	51.42	2.67290705464673	10.29	10.19	-0.0128354497966069
CD27	CD27	5491.4	4980.63	-0.140818825328096	38.38	49.23	0.351086163770276	8.89	24.87	1.38723762792563
CD107a	LAMP1	2621.07	2616.63	-0.00244501307888396	77.51	82.05	0.0811037430805473	39.3	33.03	-0.243972687450321
CD95	FAS	5168.98	4399.16	-0.232602715070151	22.27	29.54	0.392228851391503	50.53	52.6	0.0568204081921059
CD134	TNFRSF4	1030.14	3018.62	1.55012678328497	138.31	390.55	1.49089772628663	6.55	13.05	0.896021580895847
HLA-DR	HLA-DRA	20485.86	31591.35	0.624876375180927	1825.27	3725.01	1.02873147376445	24.33	26.09	0.0969133164895135
CD1c	CD1C	1063.02	791.69	-0.424696587280308	4.97	2.19	-0.904174507499936	19.18	7.34	-1.27480688566169
CD11b-2	ITGAM	11195.29	7403.65	-0.596517310869179	43.34	74.39	0.765764401734504	62.23	67.27	0.110642532366233
CD64	FCGR1A	3914.86	5212.98	0.413055862368136	12.19	43.76	1.76276547172485	2.81	3.67	0.29363155221634
CD141	THBD	8006.03	15421.34	0.945682562338788	0.75	39.38	4.52821408349914	37.9	38.33	0.0158600310693565
CD1d	CD1D	1535.45	1400.21	-0.132927629364976	0.75	0	-0.807354922057604	25.27	17.94	-0.471979869665247
CD314	KLRK1	4641.07	4176.65	-0.152076648245043	0.9	1.09	0.137503523749935	17.31	21.61	0.304329200954192
CD66b	CEACAM8	468.73	336.84	-0.475491584135203	0.3	0	-0.37851162325373	1.4	4.89	1.29523322822194
CD35	CR1	36362.49	25750.8	-0.497817392034241	0.45	0	-0.53605290024021	36.96	34.25	-0.106856734847591
CD57-Recombinant	B3GAT1	1238.1	1097.79	-0.173376937323667	0.9	0	-0.925999418556223	2.81	6.93	1.05752986821066
CD366	HAVCR2	1550.65	1245.93	-0.315422693184878	35.07	52.51	0.569009105813792	198.85	171.24	-0.214497348140575
CD272	BTLA	228.51	239.72	0.0687989969853036	1.2	0	-1.13750352374993	18.71	37.92	0.981583933737626
CD278	ICOS	5160.15	13313.04	1.36718394192367	9.63	44.85	2.10878013695131	5.61	28.95	2.17983382616846
CD275-2	ICOSLG	6894.51	904.79	-2.92840874199077	13.09	6.56	-0.898213472088564	NA	0	NA
CD96	CD96	1141.52	914.01	-0.320360004535641	58.54	30.63	-0.912565665720642	57.55	154.53	1.40945181111972
CD39	ENTPD1	21707.31	12673.79	-0.776285571588796	21.37	4.38	-2.05588717850249	203.52	183.88	-0.145652766219312
CD178	FASLG	460.92	487.43	0.0805088025487275	4.36	19.69	1.94862873940224	13.57	36.29	1.35578791970913
CX3CR1	CX3CR1	1078.43	890.04	-0.27670758614422	3.61	1.09	-1.14126380834845	52.87	53.82	0.0252202629866797
CD24	CD24	1348.04	800.91	-0.750420891597172	0.75	1.09	0.256148020248554	2.81	4.48	0.524384895467205
CD21	CR2	532.43	890.65	0.741178555105045	0.15	0	-0.20163386116965	6.08	13.86	1.0696128504556
CD79b	CD79B	933.56	1316.61	0.49556421454663	9.93	8.75	-0.164819277034932	7.49	10.6	0.450288346461896
CD66a/c/e	CEACAM1	433.18	371.87	-0.219620544531544	4.06	0	-2.33913738491959	19.18	20.39	0.0840103080586871
CD244	CD244	5751.97	3097.3	-0.892830103877634	1.2	0	-1.13750352374993	44.92	52.6	0.223110358669447
CD235ab	GYPA	214.54	154.28	-0.473083606923179	0	0	0	2.34	1.63	-0.34478530318175
Siglec-8	SIGLEC8	1039.39	569.79	-0.866092472853325	0.15	0	-0.20163386116965	3.28	5.71	0.648701969799037
CD206	MRC1	915.06	748.05	-0.290380071352774	412.07	122.53	-1.74152483401939	124.45	90.92	-0.448661767650422
CD169	SIGLEC1	442.02	258.16	-0.773528767350716	2.41	1.09	-0.70626879694329	5.15	4.89	-0.0623187763961416
CD370	CLEC9A	467.09	424.73	-0.136847188110926	0.15	0	-0.20163386116965	22.46	16.31	-0.43859728866187
XCR1	XCR1	334.75	209.6	-0.672881963289088	0.9	0	-0.925999418556223	29.94	27.72	-0.107417447625984
Notch1	NOTCH1	1421.19	1715.53	0.271380854428666	22.27	37.2	0.715101427517763	114.16	150.86	0.399102219268406
integrin-7	ITGB7	3107.47	2198.66	-0.498924110861874	38.08	60.17	0.646393808769368	35.09	43.22	0.293099881918993
CD268	TNFRSF13C	1277.96	1284.65	0.0075267987848562	3.76	2.19	-0.577405149543074	4.21	10.19	1.10285475869789
CD42b	GP1BB	590.18	468.99	-0.330967402183047	0	0	0	0.94	1.63	0.439006147105175
CD54	ICAM1	20279.75	24713.24	0.285231536659186	130.78	235.21	0.841938610949125	89.83	110.9	0.300969251054633
CD62P	SELP	3256.05	1210.89	-1.42630711196972	0	0	0	44.45	46.48	0.063039640560437
CD119	IFNGR1	2651.28	1043.7	-1.3441443761341	113.03	30.63	-1.85004797006573	93.57	82.77	-0.174948923205229
TCRab	TRA	1825.81	312.25	-2.54394017753662	NA	NA	NA	NA	NA	NA
Notch3	NOTCH3	1172.55	444.4	-1.3977058470636	12.34	2.19	-2.06413033741972	49.59	35.47	-0.472142039471159
CD68	CD68	451.88	366.34	-0.302012827721386	439.46	339.13	-0.372924748346812	69.25	50.96	-0.43509679454777
Rat-IgG1k-isotypeCtrl	NA	1446.67	657.69	-1.13606122103866	NA	NA	NA	NA	NA	NA
Rat-IgG1l-IsotypeCtrl	NA	542.71	306.1	-0.824128850340779	NA	NA	NA	NA	NA	NA
Rat-IgG2c-IsotypeCtrl	NA	302.49	185.63	-0.701468068354175	NA	NA	NA	NA	NA	NA
CD192	CCR2	881.36	659.54	-0.417721462059275	12.04	3.28	-1.60726116782993	29.48	22.42	-0.380121826992107
CD102	ICAM2	3211.25	2017.95	-0.669978995683528	27.54	29.54	0.097714727321088	43.04	50.15	0.215919771068322
CD106	VCAM1	1045.96	570.41	-0.873608134335156	0.6	0	-0.678071905112638	5.61	4.08	-0.379821774735526
CD122	IL2RB	844.78	792.92	-0.0912888052897931	32.66	53.61	0.698129980144315	34.15	69.72	1.00859358543153
CD267	TNFRSF13B	296.53	328.85	0.14877496197532	1.51	0	-1.32768736417605	3.28	12.23	1.62813035987753
CD62E	SELE	332.28	299.96	-0.147162990517452	0	0	0	3.28	8.15	1.09616094677026
CD135	FLT3	273.1	216.98	-0.330506556576497	1.51	0	-1.32768736417605	76.26	86.84	0.185156376773267
CD41	ITGA2B	2156.45	740.67	-1.54047780523506	1.51	0	-1.32768736417605	14.97	12.23	-0.271551251132556
CD137	TNFRSF9	518.67	1687.26	1.69986942173183	18.51	80.95	2.07053017137779	31.35	39.14	0.311274904482747
CD43	SPN	9568.4	4145.92	-1.20638825490817	77.51	65.64	-0.236488024403643	34.62	35.47	0.0340226832344936
CD163	CD163	896.36	620.81	-0.529213058623011	28.29	48.14	0.746489664482798	29.01	25.69	-0.169144013456322
CD83	CD83	1194.94	1290.18	0.11054512526269	159.53	185.98	0.22004102815312	126.33	106.41	-0.245444053942416
CD357	TNFRSF18	603.95	561.19	-0.10575811457294	76	185.98	1.27995361200601	13.1	22.42	0.732045913215059
CD59	CD59	1019.66	1102.1	0.112061223509618	53.88	101.74	0.904645592174147	98.72	128.43	0.376217263970299
CD309	KDR	182.68	167.19	-0.127102616677586	0.15	0	-0.20163386116965	8.42	5.3	-0.580375231225504
CD124	IL4R	383.04	321.47	-0.25209163374968	35.97	60.17	0.72646923255051	101.53	106.82	0.072578714524789
CD13	ANPEP	36908.69	17592.34	-1.06897022398872	317.71	172.85	-0.874401219461813	81.41	57.9	-0.484551777079189
CD184	CXCR4	2635.87	1961.4	-0.426207307818728	127.62	30.63	-2.02374953362137	51.93	42.81	-0.272825439311925
CD2	CD2	8663.2	20373.09	1.23359717254275	278.88	559.02	1.00066995430776	11.23	52.19	2.12073063309246
CD29	ITGB1	7499.08	5856.53	-0.356613546240982	356.69	203.48	-0.806750043829428	208.67	185.51	-0.168867467820088
CD303	CLEC4C	336.8	304.26	-0.146130770963966	0.15	0	-0.20163386116965	3.28	4.89	0.460656837429314
CD49b	ITGA2	855.47	1072.59	0.325968520357305	2.11	10.94	1.9408163511342	85.62	107.64	0.326783307177164
CD61	ITGB3	638.67	281.52	-1.17897482201767	1.05	10.94	2.54210702175936	45.85	98.67	1.08911028056854
CD81	CD81	8841.57	6729.97	-0.393651308125359	256.45	171.76	-0.575523048477797	43.98	33.03	-0.402476509812808
CD98	SLC3A2	6808.62	4154.52	-0.712545273593877	369.18	220.98	-0.737797253523575	93.11	123.13	0.399431896171748
CD177	CD177	180.63	186.24	0.0438861565388522	0	0	0	2.34	1.63	-0.34478530318175
CD55	CD55	10464.55	9895.5	-0.0806578356600013	58.24	61.26	0.0717339361803318	134.28	136.59	0.0244270543461239
IgD	IGHD	428.45	500.34	0.223299174770257	1.35	0	-1.23266075679027	NA	NA	NA
CD18	ITGB2	28615.18	20380.47	-0.489572989560421	474.38	213.33	-1.14924740833923	239.55	229.14	-0.0638250432100319
CD28	CD28	5550.59	843.94	-2.71598022191733	21.52	36.1	0.720212359427936	7.95	58.71	2.73801298122428
TSLPR	CRLF2	29.8	25.2	-0.233363539157451	14.9	4.38	-1.56334868761509	45.85	39.96	-0.193833332546549
CD38-1	CD38	5423.39	5854.69	0.110378271075739	4.97	38.29	2.71835933119388	72.99	75.84	0.0545272202252401
CD127	IL7R	7221.25	2996.49	-1.26869341976538	696.82	748.28	0.102649996395018	60.36	110.49	0.861543926699755
CD45-2	PTPRC	31064.87	24125.62	-0.364704641060432	998.87	732.97	-0.44601943621415	248.91	237.7	-0.0662100647438713
CD15	FUT4	695.18	532.92	-0.382836776988803	7.68	6.56	-0.199308808223407	41.64	42.81	0.039052776563775
CD22	CD22	3119.6	2992.19	-0.060139583455909	2.86	0	-1.94860084749336	80.94	58.3	-0.466535788046935
CD71	TFRC	7484.49	32008.09	2.09631299920608	32.81	79.86	1.25797618737832	45.38	50.15	0.141231419986687
B7-H4	VTCN1	260.15	193.62	-0.424218728338367	0	0	0	5.61	6.52	0.186082390169945
CD26	DPP4	4032.19	4240.58	0.0726804012763314	22.58	24.07	0.0883982778541768	33.22	86.03	1.34667303642974
CD193	CCR3	698.06	1736.43	1.31346666181664	0	0	0	226.45	177.36	-0.350757329865112
CD115	CSF1R	1137	288.89	-1.97292308525618	219.43	77.67	-1.48643509592692	348.1	228.32	-0.606278172741503
CD204	MSR1	369.89	604.83	0.707921650316477	15.95	74.39	2.15308789857811	243.29	177.77	-0.450490154872884
CD144	CDH5	952.67	740.67	-0.362712720190262	0	0	0	17.31	19.98	0.196382886779931
CD301	CLEC10A	359	272.91	-0.394294969146001	0.9	2.19	0.747557005433922	12.63	12.64	0.00105808221896291
CD1a	CD1A	564.7	340.52	-0.728067103283499	2.11	1.09	-0.57341163804972	4.21	2.85	-0.436424926696245
CD207	CD207	326.94	258.77	-0.336197054867411	0.75	0	-0.807354922057604	7.02	8.15	0.190169506716485
CD63	CD63	7036.51	12000.73	0.770105407063025	2177.74	1787.57	-0.284687459884282	80.94	72.17	-0.163315633962961
CD284	TLR4	291.18	242.18	-0.264832846449442	34.62	43.76	0.329522519874775	55.21	44.85	-0.293905081092502
CD304	NRP1	22600.59	21607.34	-0.0648360229496914	136.8	159.72	0.221973581141638	128.2	151.67	0.240810527117067
CD36	CD36	1210.56	720.39	-0.748014523488237	44.25	22.97	-0.916687883208797	171.71	129.65	-0.40264449343031
CD172a	SIRPA	18832.04	10925.07	-0.785491325251718	153.36	72.2	-1.07638339536985	115.56	74.61	-0.624423822898807
CD85g	LILRA4	477.57	824.88	0.787202212077342	0.6	4.38	1.74953426766926	10.29	4.89	-0.93870594694254
CD38-2	CD38	3148.57	3300.14	0.0678094481193144	4.97	38.29	2.71835933119388	72.99	75.84	0.0545272202252401
CD243	ABCB1	596.75	484.97	-0.298674969104017	8.73	12.03	0.421325373787023	57.55	82.36	0.509686106889931
CD72	CD72	1582.09	1376.85	-0.200324439016474	1.05	2.19	0.637932514259423	75.33	71.35	-0.0772571745723994
CD158	KIR2DL1	546	346.06	-0.656355734422955	0.3	0	-0.37851162325373	6.55	5.71	-0.170163878012258
MERTK	MERTK	4437.84	1266.21	-1.80852708161418	17.01	3.28	-2.07311547950513	164.22	98.26	-0.735103976854449
Folate-Receptor	FOLR2	4192.89	3436.6	-0.286887339788063	0	0	0	13.1	10.19	-0.333485126309762
TIM-4	TIMD4	349.96	551.97	0.655894601313434	0.15	5.47	2.49213185104813	11.7	31.8	1.36886731784592
CD171	L1CAM	344.2	293.2	-0.230635217924125	0.45	0	-0.53605290024021	23.86	26.91	0.166955828013582
CD325	CDH2	1702.72	1240.4	-0.456720202487525	0.15	0	-0.20163386116965	24.8	31.8	0.346324749194829
CD93	CD93	31268.92	48663.07	0.638081456222952	21.97	231.92	3.3420117620569	40.24	75.43	0.89009469764795
CD200	CD200	909.72	734.53	-0.308223381216073	1.96	2.19	0.10795924813592	13.57	23.24	0.734388821408438
CD338	ABCG2	595.73	440.72	-0.43394615320106	1.96	1.09	-0.502094233548067	52.4	46.07	-0.182031888885662
C5L2	C5AR2	345.43	494.19	0.515418311299639	22.42	12.03	-0.845903991933081	45.85	31.39	-0.532500579751363
CD235a	GYPA	1169.67	936.14	-0.320997957729304	0	0	0	2.34	1.63	-0.34478530318175
CD49a	ITGA1	3436.47	3724.26	0.115993997561381	9.63	15.32	0.618499460440391	126.33	134.14	0.0858823900727617
CD49d	ITGA4	7887.66	6401.74	-0.301090832231058	73.14	48.14	-0.593354257456991	63.63	97.04	0.601166492588901
CD73	NT5E	2731.63	3341.32	0.290559735173032	1.51	7.66	1.78667966077595	57.08	73.8	0.364996816779248
CD79a	CD79A	707.93	602.99	-0.231118518603324	6.62	0	-2.9297909977186	16.84	20.39	0.26182086724474
CD9	CD9	5763.68	1417.42	-2.02295574166853	310.03	20.79	-3.83531563880183	69.71	39.14	-0.816873642608706
TCR-V-7.2	TRA	494.62	264.92	-0.898242119221768	NA	NA	NA	NA	NA	NA
TCR-V-2	TRD	1451.61	674.9	-1.10376569754153	NA	NA	NA	NA	NA	NA
TCR-V-9	TRG	576	761.57	0.402298456747999	NA	NA	NA	NA	NA	NA
TCR-V-24-J-18	TRAV24	381.81	262.46	-0.539044576991658	0	0	0	NA	NA	NA
CD354	TREM1	13431.06	16779.14	0.321074172703683	40.94	193.63	2.2143353357375	94.51	110.49	0.22319061675741
CD202b	TEK	999.11	714.86	-0.482409313916121	0	0	0	45.85	35.47	-0.361338848210437
CD305	LAIR1	13330.78	10697.02	-0.317525609590949	45.6	59.08	0.366554857972629	68.78	51.78	-0.402822246868106
LOX-1	OLR1	2905.06	476.37	-2.60588468072615	221.69	13.13	-3.97820340389115	44.45	17.53	-1.2944174130542
CD158b	KIR2DL2	608.67	493.58	-0.30182465642315	NA	NA	NA	NA	NA	NA
CD203c	ENPP3	497.71	383.55	-0.375029939202131	0	0	0	42.11	51.37	0.280718042270859
CD133-2	PROM1	602.3	516.32	-0.221818614014221	0	0	0	42.58	36.29	-0.224877399342266
CD209	CD209	1013.91	1246.54	0.297734275539339	13.55	28.44	1.01675851826137	20.59	22.02	0.0925245901097252
CD110	MPL	757.65	728.99	-0.0555577568990009	0	0	0	3.74	9.38	1.13084747945962
CD158e1	KIR3DL1	3287.49	2371.99	-0.470719262280235	0.3	1.09	0.684991319052428	55.68	36.69	-0.588657963253662
CD158f	KIR2DL5A	210.01	180.71	-0.215673554260488	NA	NA	NA	NA	NA	NA
CD337	NCR3	484.14	418.59	-0.209420840380284	7.22	22.97	1.54401960996745	19.18	14.68	-0.364000614991149
CD253	TNFSF10	422.29	562.42	0.41256437052561	133.49	336.95	1.3293109090721	82.35	81.14	-0.0210972518947233
CD186	CXCR6	611.34	445.02	-0.457224524067217	17.01	12.03	-0.466961097338142	7.02	20.79	1.44199205466099
CD226	CD226	4487.16	3614.23	-0.312036674025715	82.17	118.15	0.518643814397027	133.81	263.39	0.971740093543459
CD205	LY75	3032.67	2113.83	-0.52052246161955	4.67	3.28	-0.405737938541082	88.9	87.66	-0.0200377532365453
CCR10	CCR10	1820.67	1194.3	-0.607888879447943	1.35	1.09	-0.169157814484117	18.25	14.27	-0.334158383672775
CD271	NGFR	795.67	668.76	-0.250338032034266	0	0	0	9.83	8.97	-0.119367833210131
CD109	CD109	7342.9	2914.74	-1.33268433550822	9.18	13.13	0.473023904258244	83.28	75.02	-0.148811288955341
CD11a/CD18	ITGAL	1631	1805.89	0.146867623057483	104.6	84.24	-0.309007336463112	66.44	82.36	0.305750741336426
CD126	IL6R	1597.1	1068.29	-0.579704510173503	65.77	92.99	0.493307230199231	217.56	261.35	0.263463401240081
GP130	IL6ST	422.91	249.55	-0.758659462077375	86.99	55.79	-0.63170266005325	82.81	75.43	-0.132983362612193
CD164	CD164	385.3	555.66	0.527074741407308	167.36	170.66	0.0280044887032836	102.93	95	-0.114505845740261
CD142	F3	5743.96	75362.91	3.71350506314002	11.89	170.66	3.73522973468269	29.94	44.03	0.541413280892809
CD307c/FcRL3	FCRL3	706.49	480.67	-0.554664685444729	3.01	1.09	-0.940099294374038	2.81	8.56	1.32721962048743
CD307d	FCRL4	346.87	274.76	-0.335135063764806	0	0	0	3.28	6.52	0.813121865276491
CD307e	FCRL5	1843.28	956.42	-0.945833854834719	0	0	0	4.68	6.52	0.404841732172955
CD319	SLAMF7	640.73	1023.42	0.674768990474309	137.11	265.84	0.950157163186383	47.72	61.97	0.370150534106978
CD138-2	SDC1	610.52	473.91	-0.364745548628858	0.15	0	-0.20163386116965	9.83	5.3	-0.781609509221048
CD199	CCR9	723.95	679.82	-0.0906080767399417	0	0	0	1.4	4.48	1.19114148735201
CD45RB	PTPRC	3628.4	2249.06	-0.689767593723902	998.87	732.97	-0.44601943621415	248.91	237.7	-0.0662100647438713
CD99	CD99	3997.47	3012.48	-0.408017573701681	163.29	146.59	-0.154649694510718	114.63	117.83	0.0393833559836628
CLEC12A	CLEC12A	8443.52	5518.47	-0.613485679547052	36.12	47.04	0.372039440578062	49.13	39.96	-0.291458518782344
CD46	CD46	1968.83	1100.25	-0.838929108637605	87.74	63.45	-0.46140419457121	43.04	40.77	-0.0763473254015761
VEGFR3	FLT4	300.64	239.72	-0.325471743000397	0.9	0	-0.925999418556223	13.57	4.89	-1.30666133823405
CLEC1B	CLEC1B	986.57	706.87	-0.480398577189433	0	0	0	11.23	13.45	0.240645088860654
