seqnames	idx	name	combinedVars	combinedMeans	rank
z	665	NR2E1_665	1.94001973252247	-0.0971033889098206	86
z	328	ETV3_328	1.92492773267985	0.0911161580610602	87
z	38	ID3_38	1.92426508501424	0.002185535944171	88
z	75	ID4_75	1.92426508501424	0.002185535944171	89
z	182	GLI3_182	1.91698344459571	-0.0728259919032584	90
z	110	DBP_110	1.9044858132597	0.0888218006222642	91
z	770	SOX1_770	1.90366898472731	-0.107565187697439	92
z	69	MESP1_69	1.8975443670064	0.00958676259631196	93
z	94	MESP2_94	1.8975443670064	0.00958676259631196	94
z	103	MGA_103	1.88870339377413	-0.0633788824940926	95
z	174	KLF8_174	1.87378911546671	-0.0528050496274338	96
z	678	ESR2_678	1.87224402261905	-0.0654864940486653	97
z	326	ELF2_326	1.86915298664548	0.0901739923542329	98
z	133	NFIL3_133	1.85854633368258	0.087733005710609	99
z	167	GLI2_167	1.85687117875558	-0.0671188525037188	100
z	844	ATOH1_844	1.85344947545564	-0.0607692124216297	101
z	687	NR2F6_687	1.85245168739313	-0.0726943308091553	102
z	345	ETV4_345	1.85082803086651	0.0845825075094899	103
z	777	STAT3_777	1.84607588100784	0.0343922447712075	104
z	320	ETV1_320	1.83931246084616	0.0841000835905402	105
z	344	SPIC_344	1.83099717645428	0.0990019366804538	106
z	134	TEF_134	1.82313393411402	0.0772791043632734	107
z	186	GLI1_186	1.81437109073909	-0.0643342675393534	108
z	762	TCF7L2_762	1.80494735220767	0.0540333425198858	109
z	194	BCL11A_194	1.80467493184205	0.0520487160612105	110
z	825	BCL11B_825	1.80467493184205	0.0520487160612105	111
z	336	SPIB_336	1.78990750501034	0.0906824871322037	112
z	661	ESR1_661	1.77716032923723	-0.063836919692092	113
z	6	ARID3A_6	1.77604317892296	0.0992704727238699	114
z	36	EPAS1_36	1.76750787394916	-0.054591913169429	115
z	809	FUBP1_809	1.76578435678711	0.0994573265564537	116
z	788	EOMES_788	1.76518983758437	-0.0675592452940189	117
z	321	ETV7_321	1.74365529447002	0.0823732049757928	118
z	798	THAP1_798	1.74188172226799	-0.0588271427944911	119
z	540	SIX5_540	1.73291750044155	0.0724587499682698	120
z	199	SNAI1_199	1.73130361598386	-0.0407828200836147	121
z	180	SP4_180	1.73067742386197	0.0694245293617204	122
z	284	YY2_284	1.72706269803053	0.0537628951434565	123
z	275	SP6_275	1.72584848386047	0.0744175062888452	124
z	279	SP5_279	1.72584848386047	0.0744175062888452	125
z	157	ZEB1_157	1.72053882200729	0.00104679878115991	126
z	791	TBX10_791	1.71710984609183	-0.0626369923534995	127
z	347	ETV5_347	1.70572909172117	0.0832439153512364	128
z	669	ESRRB_669	1.70189926672148	-0.0743660733136935	129
z	215	ZIC3_215	1.70113490832987	-0.0570846183052946	130
z	3	TFAP2C_3	1.70050137128461	-0.0846456860809961	131
z	695	RXRA_695	1.69025159662439	-0.0660125778927498	132
z	340	ETS2_340	1.68390965843807	0.0824872001191375	133
z	805	NRF1_805	1.67521154301715	0.076530866900395	134
z	322	SPI1_322	1.67272024512468	0.0842491298231477	135
z	675	RARA_675	1.65343403981384	-0.0581122732592394	136
z	335	ETV6_335	1.64543505751737	0.0790553400883194	137
z	679	RXRG_679	1.64332764387052	-0.0656513510336551	138
z	676	PPARG_676	1.64131243664011	-0.0574934883624139	139
z	473	HNF1A_473	1.6396063983708	-0.00222335934616379	140
z	760	LEF1_760	1.6312927820327	0.0499024679372086	141
z	48	MYOD1_48	1.63103455253469	-0.0173549338177448	142
z	744	SMAD1_744	1.62982470596387	-0.0450093999326422	143
z	21	TCF3_21	1.62831208881511	0.0149284178167262	144
z	781	TBX5_781	1.62659391182685	-0.0458177939767052	145
z	784	TBX4_784	1.62659391182685	-0.0458177939767052	146
z	662	HNF4A_662	1.62610227685196	-0.0632443638589764	147
z	251	KLF14_251	1.62468598522414	0.0656749846413239	148
z	847	KLF11_847	1.62468598522414	0.0656749846413239	149
z	504	PITX2_504	1.6214252641858	-0.00507847435390844	150
z	771	SRY_771	1.6211248379394	0.0912560511093682	151
z	236	HIC2_236	1.61779267721765	-0.058383264044319	152
z	698	RXRB_698	1.6125231664263	-0.063355575922826	153
z	42	TWIST1_42	1.6041772794426	-0.0293392753651241	154
z	348	FOXP3_348	1.60243725887661	0.0739100675089671	155
z	832	FOXD4L3_832	1.60243725887661	0.0739100675089671	156
z	833	FOXD4L5_833	1.60243725887661	0.0739100675089671	157
z	834	FOXD4L6_834	1.60243725887661	0.0739100675089671	158
z	856	FOXD4L4_856	1.60243725887661	0.0739100675089671	159
z	857	FOXD4L2_857	1.60243725887661	0.0739100675089671	160
z	688	HNF4G_688	1.59787119231167	-0.061921145347161	161
z	656	NR1H3_656	1.5931440655749	-0.0654002012645604	162
z	674	NR1H2_674	1.5931440655749	-0.0654002012645604	163
z	812	BPTF_812	1.58673946617037	0.0860762572839937	164
z	664	PPARD_664	1.58549598952622	-0.0666003847154324	165
z	196	EGR2_196	1.56987606479716	-0.0469410470429068	166
z	808	LMO2_808	1.55924479478738	-0.0158348891401063	167
z	290	YBX1_290	1.54877741254147	0.0543518426713391	168
z	171	MZF1_171	1.54799100666432	-0.0509238223775719	169
z	786	TBR1_786	1.5411663328779	-0.0544233738112804	170
z	749	CIC_749	1.53406762433926	-0.0597643621109827	171
z	693	NR2C2_693	1.5331413452102	0.0674547259393802	172
z	197	IKZF4_197	1.5328850281016	-0.056877109556676	173
z	270	IKZF1_270	1.5328850281016	-0.056877109556676	174
z	350	FOXJ2_350	1.53250666825553	0.0750811724346971	175
z	200	RREB1_200	1.51927035772332	-0.0098809363607215	176
z	537	HOXD8_537	1.51886094183315	0.0177410289004516	177
z	112	HLF_112	1.51215842351888	0.0650763219518153	178
z	846	KLF2_846	1.51202010106978	0.0485564253776027	179
z	354	FOXO3_354	1.50779194893391	0.0672821202015421	180
z	376	FOXE3_376	1.50779194893391	0.0672821202015421	181
z	382	FOXD1_382	1.50779194893391	0.0672821202015421	182
z	184	KLF3_184	1.50283503519831	-0.0370436231312012	183
z	650	SMARCC2_650	1.5002547635834	0.0560205853522974	184
z	356	FOXP2_356	1.49175009267524	0.0666526793594014	185
z	655	NR1H4_655	1.48359796936603	-0.0486047802985888	186
z	724	RFX2_724	1.48293129057683	0.052889436602422	187
z	162	ZIC2_162	1.47990511163015	-0.0548881400849988	188
z	189	KLF7_189	1.47524411069275	0.0666707858508904	189
z	190	PLAGL1_190	1.47370533673432	-0.0586282097082418	190
z	361	FOXO1_361	1.46965805310422	0.0693465483761994	191
z	368	FOXG1_368	1.46965805310422	0.0693465483761994	192
z	659	RARB_659	1.46874000687754	-0.0515452782363591	193
z	723	RFX3_723	1.46844633351703	0.0447796675008696	194
z	690	RARG_690	1.46690573491541	-0.0495611772819979	195
z	725	RFX4_725	1.46582912581487	0.0470671708013374	196
z	88	FIGLA_88	1.45731695914739	0.00626139249501169	197
z	414	HOXA2_414	1.45335971263726	-0.0689940577636346	198
z	71	ATOH8_71	1.44912677320645	-0.0139520654652761	199
z	371	FOXE1_371	1.44768386121331	0.0728723182612717	200
z	373	FOXO4_373	1.44634067301243	0.0784010301374544	201
z	269	ZBTB3_269	1.44485285563457	-0.00470470554326077	202
z	18	TFE3_18	1.43088391386887	0.0532039562176561	203
z	63	NEUROD1_63	1.42624388403558	-0.0299270548542384	204
z	790	TBX20_790	1.42104181982656	-0.0414670245987557	205
z	830	FOXD4_830	1.41502167087663	0.065647461062261	206
z	831	FOXD4L1_831	1.41502167087663	0.065647461062261	207
z	853	FOXJ1_853	1.41502167087663	0.065647461062261	208
z	750	TCF7_750	1.41138116639367	0.0369966771619101	209
z	330	SPDEF_330	1.41078707936689	0.0735587809038709	210
z	239	ZNF35_239	1.40501083098822	0.0647885115466147	211
z	829	FOXN3_829	1.40259644800103	0.0645840738352242	212
z	854	FOXN2_854	1.40259644800103	0.0645840738352242	213
z	855	FOXL2_855	1.40259644800103	0.0645840738352242	214
z	680	NR1I3_680	1.3999353128776	-0.0500950140274045	215
z	513	PKNOX2_513	1.39943421199863	-0.0241180536531128	216
z	366	FOXA3_366	1.39775794456368	0.0660271249789574	217
z	384	GATA3_384	1.39654530293838	0.0305679730151563	218
z	677	NR5A1_677	1.39476347862322	-0.0457404678743966	219
z	730	RFX8_730	1.39225004600871	0.0483325753222113	220
z	682	NR1I2_682	1.39035332988343	-0.0596803190490433	221
z	739	SMAD4_739	1.38388193367706	-0.0222796613976701	222
z	56	TCF12_56	1.38221848480449	0.0185176660323971	223
z	89	ASCL2_89	1.3803879557523	0.0224140402693943	224
z	202	ZNF384_202	1.37708151027872	-0.0350676885552554	225
z	738	NFIX_738	1.37489884241621	-0.0413034297994129	226
z	238	KLF13_238	1.36800688428524	0.0299852993173389	227
z	826	KLF10_826	1.36800688428524	0.0299852993173389	228
z	58	FERD3L_58	1.35993505045082	-0.000485683583903951	229
z	22	SREBF1_22	1.35858927400702	-0.0373708246024735	230
z	179	KLF1_179	1.35464859333905	-0.034370382675107	231
z	497	PKNOX1_497	1.3528494320858	-0.0191541222473368	232
z	365	FOXI1_365	1.34892273847071	0.0642972816623292	233
z	385	GATA5_385	1.34844413282203	0.033212532566832	234
z	865	RORB_865	1.34766972326072	-0.0444234788274237	235
z	843	ASCL1_843	1.34625906181626	0.0197751678680708	236
z	99	SREBF2_99	1.34383596518769	-0.038388389978606	237
z	83	HES7_83	1.33800164146094	0.0275761763992168	238
z	729	RFX6_729	1.33595629244043	0.0301953086358122	239
z	613	POU2F3_613	1.33412319484549	-0.0237330039674088	240
z	622	POU5F1B_622	1.33412319484549	-0.0237330039674088	241
z	244	ZNF274_244	1.33124671389235	-0.0538050844495118	242
z	29	MLX_29	1.33082339628004	0.0554037403455286	243
z	23	TFAP4_23	1.33006580695347	-0.00956694159732907	244
z	41	MYOG_41	1.32861601026015	0.0214673163994592	245
z	207	EGR4_207	1.32717497878652	-0.0446558387685513	246
z	148	MAFG_148	1.32630153031613	-0.0551774289862759	247
z	377	FOXD3_377	1.32530780632143	0.0630873813370486	248
z	728	RFX7_728	1.32427934632266	0.0413632941272432	249
z	364	FOXK1_364	1.32141538828122	0.0554252968300943	250
z	381	KIAA0415_381	1.32141538828122	0.0554252968300943	251
z	32	TFEB_32	1.32112127783358	0.0424191798758202	252
z	372	FOXS1_372	1.31919792971484	0.0592527553384341	253
z	122	ATF4_122	1.31836428169387	-0.0198280534009992	254
z	313	E2F3_313	1.3181246617303	0.0476766155102562	255
z	169	MECOM_169	1.31582073505075	0.0494218427054997	256
z	814	TOPORS_814	1.31535647219688	-0.00320430194128395	257
z	219	ZNF75A_219	1.31523566833502	-0.0440333077408083	258
z	272	ZNF75D_272	1.31523566833502	-0.0440333077408083	259
z	851	LINE4118_851	1.31523566833502	-0.0440333077408083	260
z	352	FOXM1_352	1.31379974572222	0.061542454553528	261
z	101	TWIST2_101	1.31347443287183	-0.0286225061721809	262
z	263	ZSCAN4_263	1.31227840741874	-0.00699729662291462	263
z	98	HES5_98	1.31108861992535	0.0291718455100811	264
z	231	ZNF143_231	1.31063628159859	0.0419222187198513	265
z	699	AL8445277_699	1.309637697777	-0.037554489662388	266
z	700	AL6628245_700	1.309637697777	-0.037554489662388	267
z	701	CR7597334_701	1.309637697777	-0.037554489662388	268
z	702	CR3545653_702	1.309637697777	-0.037554489662388	269
z	703	CR9368773_703	1.309637697777	-0.037554489662388	270
z	388	GATA2_388	1.30649796726636	0.0283335074595233	271
z	448	HOXB1_448	1.30623661612172	-0.0416766840756449	272
z	70	PTF1A_70	1.30381957449003	-0.0397535522635399	273
z	91	MITF_91	1.29996814427481	-0.0305454223339516	274
z	15	MLXIPL_15	1.29385569584272	0.0509622204108902	275
z	160	HIVEP2_160	1.29368576419206	-0.0205524085461882	276
z	127	CREB5_127	1.29277497454749	0.0436283819749884	277
z	291	RBPJ_291	1.2885779673014	-0.0536794352612381	278
z	161	SNAI2_161	1.28597051462086	0.00844871251226839	279
z	792	TBX1_792	1.28534832632225	-0.0333880951905684	280
z	696	PPARA_696	1.28489005182017	-0.0419980615379388	281
z	763	TCF7L1_763	1.28279906590951	0.0264560041120561	282
z	132	ATF3_132	1.28275127941499	0.0489199651644093	283
z	383	GATA1_383	1.27969857561017	0.0241464155065788	284
z	117	CREB1_117	1.27917337153074	0.0652224877578538	285
z	359	FOXF2_359	1.27849896861091	0.047398902836895	286
z	748	HMG20B_748	1.27568328245582	0.0422026041275353	287
z	667	NR5A2_667	1.27178153268316	-0.0411325205287809	288
z	672	THRA_672	1.27132137077567	-0.0259357040742988	289
z	353	FOXP1_353	1.26901268498935	0.0461873981832457	290
z	358	FOXP4_358	1.26901268498935	0.0461873981832457	291
z	378	FOXJ3_378	1.26901268498935	0.0461873981832457	292
z	16	ARNTL2_16	1.26896592220715	0.0408034445425326	293
z	187	BCL6_187	1.26876264785582	-0.000974780955025885	294
z	168	REST_168	1.26768567679366	-0.0203923210230234	295
z	609	POU2F2_609	1.26702319382427	-0.0241688490916438	296
z	741	NFIB_741	1.2646714803713	-0.0344248406615569	297
z	14	MAX_14	1.2646193842045	0.0417413839497712	298
z	8	ARID3B_8	1.26420267328873	0.0162513697904036	299
z	502	NKX61_502	1.26341406930963	0.0464740302723647	300
z	72	NPAS2_72	1.26251348269568	-0.000147965801637368	301
z	176	ZNF423_176	1.26229059597116	-0.0221261495942609	302
z	10	ARID3C_10	1.26177845991675	0.0490382955686601	303
z	51	BHLHE40_51	1.26000541506397	0.039692440626364	304
z	658	RORA_658	1.25827799848919	-0.038173446436425	305
z	498	LHX8_498	1.25819923397621	0.0491147930419973	306
z	260	ZNF238_260	1.25801381941898	-0.0320906817969986	307
z	261	ZBTB42_261	1.25801381941898	-0.0320906817969986	308
z	628	IRF6_628	1.25548294083175	0.0569111406832117	309
z	683	NR6A1_683	1.25453390799372	-0.0330693047538291	310
z	841	NR1D2_841	1.2542883468217	-0.0331392575184009	311
z	62	TAL1_62	1.25325363793288	-0.0235072602765334	312
z	822	TAL2_822	1.25325363793288	-0.0235072602765334	313
z	424	LHX3_424	1.25302360777441	0.0119927401383842	314
z	562	HOXC5_562	1.25289522331864	-0.0254156524347957	315
z	614	POU2F1_614	1.25276054888267	-0.0200318302777996	316
z	811	NR0B1_811	1.25156699864614	-0.0378343269651212	317
z	27	TFEC_27	1.24848083388278	0.0373699599555411	318
z	445	HOXB5_445	1.24388282123958	0.00423862145456333	319
z	815	CPEB1_815	1.24387490953363	0.0543482276531568	320
z	783	TBX2_783	1.24377306706568	-0.0215570510492375	321
z	221	ZNF281_221	1.24335480151417	-0.0201176875472987	322
z	468	BARX1_468	1.2429326121929	0.0379181292564826	323
z	558	HMX2_558	1.24202121725737	0.0609711000180106	324
z	441	TGIF2_441	1.2411482870239	-0.00883884038683174	325
z	446	HOXB7_446	1.24105184565018	-0.0447735765928903	326
z	360	FOXK2_360	1.23957624488757	0.0480145916630638	327
z	705	TP73_705	1.2394954795074	-0.0289996093069037	328
z	213	ZIC1_213	1.23881884070016	-0.0187558881932154	329
z	211	PRDM16_211	1.23817402586748	0.0531351105412658	330
z	80	NHLH2_80	1.236774668211	0.0223715639591197	331
z	82	MSC_82	1.23640413623686	0.0393184778708112	332
z	210	ZIC5_210	1.23626360144879	-0.02006691368197	333
z	78	MLXIP_78	1.23561853789328	0.0183499180587715	334
z	20	MNT_20	1.23550457973607	0.0306485781057367	335
z	375	FOXI2_375	1.23485170427289	0.0565460571165933	336
z	444	HOXB8_444	1.23218792040471	-0.0421935404321778	337
z	619	POU3F4_619	1.23082815168593	-0.0179378334628319	338
z	842	MYF5_842	1.22614999468583	0.00937850290911198	339
z	549	HOXB4_549	1.22246658891543	-0.025152661570427	340
z	60	USF1_60	1.22013756649623	0.0406151693267873	341
z	26	USF2_26	1.2195594587929	0.0386195833062718	342
z	742	NFIA_742	1.21780016690477	-0.0271994934017248	343
z	140	CEBPB_140	1.21725770945267	0.0309529709825486	344
z	230	ZNF202_230	1.21636069643903	-0.0174767416531321	345
z	478	HLX_478	1.21479924292958	0.00802615818949634	346
z	355	FOXA2_355	1.21420002277933	0.0447741595504464	347
z	684	THRB_684	1.21313210593207	-0.0128037156320558	348
z	681	RORC_681	1.21312948819785	-0.0475638384532617	349
z	430	VTN_430	1.21244948001448	0.00370655328713827	350
z	351	FOXF1_351	1.21103038125171	0.0485782524435924	351
z	183	GLIS3_183	1.2100010319204	-0.0225909097234755	352
z	492	TGIF2LX_492	1.20954130536331	-0.00656328691276942	353
z	538	TGIF2LY_538	1.20954130536331	-0.00656328691276942	354
z	57	ARNT_57	1.20764082414056	0.0400499180929774	355
z	118	ATF1_118	1.20686740029518	0.0597696327918673	356
z	44	BHLHE41_44	1.20550751876039	0.0373183420865093	357
z	74	NHLH1_74	1.20399791295775	0.0125416696919855	358
z	818	LYL1_818	1.20399791295775	0.0125416696919855	359
z	293	ONECUT2_293	1.20270168240665	0.0361162047027728	360
z	568	HOMEZ_568	1.2018108088303	0.0458845515086073	361
z	1	TFAP2B_1	1.20137504096847	-0.0274269911234541	362
z	530	OTP_530	1.20069522486181	0.0101133921939706	363
z	550	NKX25_550	1.20068264564372	-0.0252215448698001	364
z	447	HOXB3_447	1.19981391127506	-0.0202909669461097	365
z	25	TCFL5_25	1.19958959394853	0.0504700024781464	366
z	532	HOXB2_532	1.19922116745554	0.0135667601777265	367
z	483	ZFHX3_483	1.19910644096848	-0.0147749064856623	368
z	35	ID2_35	1.19782344853741	0.0346298574964522	369
z	47	ID1_47	1.19782344853741	0.0346298574964522	370
z	804	EP300_804	1.1975835965576	-0.0370879384668763	371
z	752	HBP1_752	1.1959241767706	-0.0367469725137924	372
z	536	ISX_536	1.19419491332453	0.0261916842214432	373
z	254	HIC1_254	1.19416686348884	-0.019195697407365	374
z	240	ZNF282_240	1.19306145136907	-0.0330760986645452	375
z	400	BARX2_400	1.19296697352189	0.0105292509845943	376
z	720	NFATC1_720	1.19289157572534	-0.0283792839778011	377
z	408	VSX1_408	1.19287905960345	0.0329539138339831	378
z	65	HEYL_65	1.192867199285	0.0198311060886903	379
z	243	ZNF524_243	1.19155491379982	-0.0170131366977149	380
z	54	HEY2_54	1.19051782436479	0.0261762225080809	381
z	449	MSX2_449	1.1875668084134	0.0402840878824932	382
z	559	BSX_559	1.1875668084134	0.0402840878824932	383
z	104	CREB3L3_104	1.18702466930504	0.0375888606107248	384
z	111	CREB3_111	1.18702466930504	0.0375888606107248	385
z	126	CREB3L4_126	1.18702466930504	0.0375888606107248	386
z	485	LHX9_485	1.18695104400482	0.0285517446141979	387
z	519	PRRX2_519	1.18695104400482	0.0285517446141979	388
z	521	SHOX2_521	1.18695104400482	0.0285517446141979	389
z	406	LHX5_406	1.18393317880108	0.00235232485832497	390
z	469	LHX1_469	1.18393317880108	0.00235232485832497	391
z	50	ARNTL_50	1.18368972694698	0.0436630310727906	392
z	605	PAX7_605	1.18335951438277	0.0229339541108946	393
z	144	MAF_144	1.18238145028637	-0.0315340697007921	394
z	525	EMX2_525	1.18066772677842	0.00158802352159109	395
z	827	YBX2_827	1.17987996119572	-0.0251980219001908	396
z	828	CSDA_828	1.17987996119572	-0.0251980219001908	397
z	404	PITX1_404	1.17707250163941	0.0178182223772319	398
z	797	TEAD4_797	1.17646843848082	-0.037840477400944	399
z	409	RHOXF1_409	1.17239433431648	-0.0107284261037076	400
z	11	ARID2_11	1.17030023708685	0.0387109569372436	401
z	867	SMAD9_867	1.16980688551397	-0.0280508221060128	402
z	501	MSX1_501	1.16979838594811	0.0373167537280048	403
z	374	FOXD2_374	1.16809707860284	0.0238814657516601	404
z	392	TFCP2_392	1.1675501795304	-0.0266914530707345	405
z	610	POU1F1_610	1.16646300422816	-0.0443366793631682	406
z	785	TBX3_785	1.1657831216389	-0.0280044731828079	407
z	516	DRGX_516	1.1656643888158	0.000254039309584617	408
z	704	TP63_704	1.16370845931167	-0.0173467435816677	409
z	426	PITX3_426	1.16308588148662	0.00417798299504084	410
z	413	HOXA1_413	1.16271868182956	-0.000833684736868211	411
z	663	VDR_663	1.16206556096663	-0.015861996974514	412
z	410	CRX_410	1.16188862695954	-0.00459176586093733	413
z	84	ATOH7_84	1.16121845899182	-0.00652269016642033	414
z	138	ATF7_138	1.16098793177135	0.0388970064977909	415
z	490	VENTX_490	1.16088133714145	0.00428644367976493	416
z	259	EGR3_259	1.16042607882988	-0.0285833688979999	417
z	455	ESX1_455	1.15985799422982	0.0216432046233684	418
z	394	ARX_394	1.15978926036446	0.0130906087448762	419
z	141	DDIT3_141	1.15944653138578	0.00349784916826363	420
z	256	ZNF354C_256	1.15849727815739	-0.0438801571615725	421
z	81	NEUROG2_81	1.15841236912414	-0.0268235986485552	422
z	64	TCF23_64	1.15822775693737	0.0102316522139469	423
z	311	E2F2_311	1.15647262161939	0.0279206527579974	424
z	466	MNX1_466	1.15601407016908	0.00630517566030991	425
z	380	FOXB2_380	1.1547896875637	0.0497129546156933	426
z	474	EMX1_474	1.15437561453984	0.00662004574562827	427
z	509	NKX63_509	1.15403823178858	-0.0190077367261525	428
z	652	MYPOP_652	1.15379320337206	0.03905321022934	429
z	39	TCF21_39	1.15342733907199	-0.0142391313288466	430
z	92	ENSG00000187728_92	1.15342733907199	-0.0142391313288466	431
z	862	NKX62_862	1.15314421190709	0.00261054280435735	432
z	422	LHX2_422	1.15299547473835	-0.0124176850303021	433
z	12	HMGA1_12	1.15252261606578	0.0311741994110964	434
z	597	NKX11_597	1.1516683283214	0.0358562443987095	435
z	625	HSFY2_625	1.15117829261258	0.0470511848422497	436
z	626	HSFY1_626	1.15117829261258	0.0470511848422497	437
z	503	HESX1_503	1.15007142483211	0.0261332168061239	438
z	439	VAX2_439	1.15006086856294	0.019581049360242	439
z	489	VAX1_489	1.15006086856294	0.019581049360242	440
z	528	SIX2_528	1.14925733764197	-0.0185811642053766	441
z	46	TCF15_46	1.14894829247311	-0.0214996326194072	442
z	93	SCXB_93	1.14894829247311	-0.0214996326194072	443
z	96	SCXA_96	1.14894829247311	-0.0214996326194072	444
z	499	LMX1A_499	1.14853786120311	-0.00735706730950926	445
z	407	SIX4_407	1.1472926410244	-0.0209345086388818	446
z	477	ZFHX2_477	1.14642010661082	-0.00591042433493125	447
z	646	CDC5L_646	1.14594782538265	0.0339183575174831	448
z	349	FOXC1_349	1.14557888088921	0.0489656832740704	449
z	53	CLOCK_53	1.14525131774367	0.0117477261513513	450
z	553	MIXL1_553	1.14451483848971	0.0111757096129976	451
z	282	SCRT2_282	1.14435015537677	0.0102438338760377	452
z	803	ENO1_803	1.14339121351099	-0.0229176986022247	453
