TF	sgNTC	sgCD4_sgGuide1	sgCD4_sgGuide2	sgCD3E_sgGuide2	sgCD3ECD4_sgGuide1	sgZAP70_sgGuide1	sgZAP70_sgGuide2	sgNFKB2_sgGuide1	sgNFKB2_sgGuide2
HIF1A_24	-0.121680628936732	-0.205597310723918	-0.125697683472238	0.353551748975383	0.281025286287126	-0.0242752110523966	0.216844737734813	-0.2094644792282	-0.193549772753453
TCFL5_25	-0.261274530145907	-0.442372409523934	-0.289267678222534	0.758341360480596	0.597294337208029	0.211456049739647	0.475544591313787	-0.4230811164841	-0.322062972120819
USF2_26	-0.253107649528917	-0.418481571238211	-0.138345514108506	0.737883819119047	0.504417676131259	0.181942698050851	0.378306221988142	-0.33607639778644	-0.409672347652978
TFEC_27	-0.254771516515016	-0.331001503975992	-0.129276071605898	0.671082056255894	0.47160125927667	0.206310844532884	0.361467719817529	-0.440889933235551	-0.512553914128366
AHR_28	-0.155031285339393	-0.12253491978201	-0.102531302603929	0.281316373937472	0.291846207593526	0.0180562344623446	0.168585145449242	-0.184172623020679	0.0199698185103006
MLX_29	-0.378886390665491	-0.470095271295095	-0.223557694038214	0.857276986406349	0.687137432677823	0.33786379992563	0.559363804694912	-0.459141302566416	-0.411937548718783
MYF6_30	-0.0505241477025653	-0.237245455544213	-0.0410341546793719	0.264508735746873	0.272557540046044	0.147726436808666	0.0825918000516582	-0.191947123984929	-0.192864404590397
SIM1_31	-0.0296235012341644	0.0325756614382955	-0.0965576888984006	0.143712218205895	0.049845885108647	-0.0209738167325239	0.120181533235077	-0.110403691416687	-0.0227473759742661
TFEB_32	-0.320733551018385	-0.410500383248923	-0.170597841510301	0.765555454316652	0.577615746460595	0.202228653349024	0.462189301736437	-0.379311765165081	-0.430414749807115
HAND1_33	0.167564698411224	0.0207884251586856	0.098660576114568	-0.273757146923579	-0.257187245577693	-0.158304936658941	-0.293224311872056	0.142055019477294	0.113818955539638
HES1_34	-0.00225719231679868	-0.14270621923024	-0.14173454391168	0.177573984998676	0.299786526295996	0.0982554019484634	0.0967822639556558	-0.207207622924868	-0.177819410512038
ID2_35	-0.0757567053460665	-0.235317063257209	-0.10986517085288	0.480294614285172	0.426151778065682	0.1544797851227	0.24713551316221	-0.441287533319581	-0.375340836186336
EPAS1_36	0.431178491087662	0.564924127781193	0.413196678719513	-0.802255728850967	-0.723531024153384	-0.450838903583983	-0.787718574613341	0.315446488277297	0.142676744775175
MYCL1_37	-0.193882263491304	-0.224197138248615	-0.159664560526134	0.509366461146447	0.297143098061093	0.0929791309507166	0.2678119458527	-0.30447365606522	-0.277149377559106
ID3_38	0.00220696383332701	-0.10992003965806	-0.0935018377991509	0.242516578892625	0.445065246630046	0.0642266566601392	0.0417408937235351	-0.519107468664574	-0.358394180804662
TCF21_39	0.107652264095086	0.057692397641008	-0.00454481230542037	-0.120973628943967	-0.0943653744626092	-0.0583292881967953	-0.267827046856074	-0.00357876564075135	0.012983476132055
MXI1_40	-0.102023301475685	-0.14084997185026	-0.0877993995893257	0.449021964636649	0.247092894649168	0.102140908610045	0.169455825754603	-0.22119205574756	-0.291725149700852
MYOG_41	-0.0197753209193407	-0.184639287838897	-0.226142521614411	0.336641310905925	0.495994979774435	0.053156900109669	0.114723607816808	-0.291166216216621	-0.167125989003413
TWIST1_42	0.208718604969501	-0.0141149444141145	0.0115450996419912	-0.244741714963288	-0.0608604486005342	-0.0853872588412691	-0.146875517543545	-0.245605770049289	-0.0382053577452624
NEUROG3_43	0.0811272636112053	0.0697881574654352	0.0321203886045759	-0.201305224459095	-0.135292021545698	0.0144326227164116	-0.190065737932434	-0.112679659693848	-0.0605633220586793
BHLHE41_44	-0.13048960825473	-0.34917294833957	-0.158377456395712	0.597435525560682	0.480010666401904	0.183259164898406	0.375241056799632	-0.401325821898348	-0.494926246977962
BHLHE23_45	0.0707197822567287	0.0815706308417775	0.0491423028813213	-0.222779233220472	-0.148450425146452	-0.0752676341791195	-0.189433395039707	-0.0834849549136601	-0.000679753650956514
TCF15_46	0.137986924972697	0.202780108587872	0.0807415410211687	-0.259648069915665	-0.163087914698783	-0.0892790944807821	-0.262842753006889	-0.0414690717251509	-0.0529431555414056
ID1_47	-0.0757567053460665	-0.235317063257209	-0.10986517085288	0.480294614285172	0.426151778065682	0.1544797851227	0.24713551316221	-0.441287533319581	-0.375340836186336
MYOD1_48	0.234925249757987	0.202972477521562	0.00812580020537267	-0.292723252899347	-0.0297507461488703	0.0110227252095437	-0.261077179776629	-0.240567482288463	-0.0823556525328839
NPAS1_49	-0.0296235012341644	0.0325756614382955	-0.0965576888984006	0.143712218205895	0.049845885108647	-0.0209738167325239	0.120181533235077	-0.110403691416687	-0.0227473759742661
ARNTL_50	-0.280638937294255	-0.337172244789503	-0.142578926649444	0.677821800368227	0.526490066122822	0.232463254759936	0.459794550438965	-0.407164814891402	-0.410305523058698
BHLHE40_51	-0.24219485014083	-0.378515935460445	-0.181972932504609	0.691990707609751	0.585915568349524	0.122853768385344	0.412898894509852	-0.405378188406681	-0.480738284530582
MYCN_52	0.00384428584503058	-0.112804985266788	-0.0611063319503927	0.24886696439686	0.159304543220276	-0.00285258534679666	-0.00325921085373489	-0.186279895390466	-0.258439582039451
CLOCK_53	0.0165614273306505	-0.0167438779793153	-0.132650952531089	0.211643269898247	0.257094231973546	0.0394632343196946	-0.0574740976585116	-0.136745114067487	-0.199431139511465
HEY2_54	-0.13821695176123	-0.158185288574989	-0.145307292844716	0.449305468339324	0.392166911048964	0.14272469627694	0.243430793243406	-0.338884515390507	-0.39177280252848
MYC_55	-0.0573268653084203	-0.0674731651688534	0.035232626387426	0.23635211756921	0.131014181790284	0.035606332792614	-0.011110568190755	-0.229212723728077	-0.241052253772678
TCF12_56	0.0088248254609374	-0.0945809077983834	-0.264260087078275	0.302867609476766	0.495114242979309	-0.0114423753222025	0.0778280994046479	-0.185357880289508	-0.164226153248799
ARNT_57	-0.255974754693571	-0.404692554132799	-0.214454416231876	0.677883042419138	0.651655508021926	0.209309500391279	0.372324794963855	-0.427983298914974	-0.485240198216184
FERD3L_58	0.161058958293011	0.0757551072980796	0.0508346960630153	-0.095531691864347	0.0158640370650699	0.058125667995187	-0.319192389870531	-0.11208528578584	-0.0693444910450571
NPAS3_59	-0.0296235012341644	0.0325756614382955	-0.0965576888984006	0.143712218205895	0.049845885108647	-0.0209738167325239	0.120181533235077	-0.110403691416687	-0.0227473759742661
USF1_60	-0.24151289703757	-0.316593233204506	-0.182373625809554	0.664872420653792	0.454450638832678	0.212497567596576	0.281913139207765	-0.213588083634839	-0.35924527082265
SIM2_61	-0.0296235012341644	0.0325756614382955	-0.0965576888984006	0.143712218205895	0.049845885108647	-0.0209738167325239	0.120181533235077	-0.110403691416687	-0.0227473759742661
TAL1_62	0.18140476737313	0.166459876825654	0.0494732089376838	-0.290308407148225	-0.198265471548617	-0.025238558683313	-0.272838246867733	-0.0398059361954355	-0.0432481092327747
NEUROD1_63	0.159077469978171	0.0360585592956437	-0.063269768328605	-0.245300179845905	-0.0640380203917186	-0.0815223513189871	-0.245925917525064	-0.0917381701137285	0.0012040561102729
TCF23_64	-0.0922246235466659	-0.0687353176487764	-0.169309395489837	0.0372892255748332	0.229205228938383	0.0266801727737368	-0.0717633510757167	-0.118256668047831	-0.0687600798884788
HEYL_65	-0.000418456114378307	-0.112214036554194	-0.134595434793316	0.356360319672533	0.409755461839289	0.0926817061289023	0.0853157228498302	-0.344898001752523	-0.359134553587777
HAND2_66	0.167564698411224	0.0207884251586856	0.098660576114568	-0.273757146923579	-0.257187245577693	-0.158304936658941	-0.293224311872056	0.142055019477294	0.113818955539638
EBF1_67	0.570044476994471	0.474281716339638	0.332069689280537	-1.17787041683558	-0.92580110551045	-0.56207941473541	-1.06106393304439	0.613932284267722	0.51523052098932
HEY1_68	-0.0994386519673431	-0.119924460672006	-0.0760891933607869	0.428727486040392	0.405505704691011	0.0802616180122122	0.0775432291905086	-0.267927772319644	-0.410095513154135
MESP1_69	0.0482705538349922	0.00691475640516391	-0.134423858615439	0.181963508140088	0.392053083698996	0.0944067746347617	0.0744129557025997	-0.409709526903831	-0.406420219990827
PTF1A_70	0.218838974673385	0.231825271798571	0.198804124296784	-0.513988864991061	-0.369227945367746	-0.17611542549324	-0.53126728217636	0.274269526628213	0.218906993614479
ATOH8_71	0.198835710425746	0.125397564524348	0.017700735620255	-0.190293843367401	-0.067378493694594	-0.117669238967732	-0.190403147842305	-0.0588906419558531	-0.147567272563353
NPAS2_72	0.0912596705357422	-0.0321592508924058	-0.051245948971644	0.0985211278346209	0.191665282448691	-0.0008620065514729	-0.106798903516851	-0.191363538993281	-0.326157594962565
NEUROD2_73	-0.0671093574339827	-0.00129407403378091	-0.0624722719701241	-0.0102341593858739	0.0775615987668198	-0.0474075607833765	-0.0796329684995569	-0.0774290685188175	0.000282350767090093
NHLH1_74	0.00453395894625932	-0.0226792537411786	-0.107952786710146	0.115156577775089	0.224270027716331	0.084965266071062	-0.0362176367778402	-0.116870353809894	-0.174346956797257
ID4_75	0.00220696383332701	-0.10992003965806	-0.0935018377991509	0.242516578892625	0.445065246630046	0.0642266566601392	0.0417408937235351	-0.519107468664574	-0.358394180804662
ARNT2_76	0.156436110269818	0.154173202365978	0.13195312300305	-0.341407743386196	-0.368314307115144	-0.154174112663048	-0.121383590912251	0.198282133157788	0.115629991691433
NPAS4_77	-0.0845222214924917	-0.0245963358915333	-0.0251692227131343	0.0844174497873384	0.0580625146462835	0.0314342864650736	0.139858651725647	-0.0499872024979503	0.0368945070862205
MLXIP_78	0.0234817359154161	-0.0828265413490026	-0.0097623921090945	0.34974286975158	0.333438304958306	0.0740998638627269	0.00176726901722882	-0.267959376276614	-0.407571606853957
OLIG3_79	-0.00268574145155274	-0.0156734155308558	-0.00337378129875253	0.0284695830430713	-0.0263467743056724	-0.0310182592947001	-0.17017763429981	-0.14483159163607	0.0548425168631856
NHLH2_80	-0.0176899838328813	-0.00426928866206745	-0.223272803224407	0.206215413537755	0.286502007400543	0.102270772846252	0.0805345501051642	-0.238559353145337	-0.219678273881506
NEUROG2_81	0.0795528393073612	0.218529700036058	0.0773615872616479	-0.323129010254266	-0.254040949864929	-0.142510085984321	-0.271683894100046	-0.033700099191622	0.134716821742116
MSC_82	-0.119219797054398	-0.305041584671344	-0.153757739909746	0.485729706047989	0.54700292880044	0.275404210073889	0.112695552014421	-0.318567019507158	-0.318572230171126
HES7_83	-0.175390999010241	-0.266765320137218	-0.188803670379378	0.340377118696402	0.343632642442489	0.131411106613502	0.286013232767936	-0.290860775126822	-0.272732126699934
ATOH7_84	0.0898155218790177	0.0117336934365789	-0.0922920151534267	-0.0894223513748416	-0.0156568213590937	-0.0278968076309926	-0.210558270523407	-0.087035990875327	0.0179263190720352
BHLHA15_85	0.052320398888769	0.0578930965977958	-0.0180565289456484	-0.111943129487131	-0.039380185183615	0.0338917335790039	-0.26765261842026	-0.0547710989931083	0.0567802920351076
BHLHE22_86	-0.0670004632260412	-0.0498663322528732	-0.0485539512700205	0.148342865349023	0.162578123090979	0.0449954361985121	-0.000561642992617261	-0.119691289219749	-0.0155030426510109
NEUROG1_87	0.0771021655982334	0.11569355371119	0.0814029023522053	-0.180559237149503	-0.149459457019374	-0.0360848171676798	-0.226126270128868	-0.0851606836095455	0.0248465344107443
FIGLA_88	0.047867097975886	-0.00154181586004725	1.0332415594175e-05	0.182053793403567	0.174370196865544	0.0552622385654065	-0.0357069310067975	-0.376705208888859	-0.265568451996896
ASCL2_89	-0.0176963300548936	-0.123992999016326	-0.267353877143802	0.253666976830206	0.406610236997151	0.138627794929005	0.131439189585732	-0.191906036008954	-0.107273802562079
OLIG1_90	0.0140245054360265	0.0375429378458497	-0.0370003698740301	-0.120489365589329	0.00328842632127127	-0.0365794150157433	-0.0865393151308226	-0.137968158511678	0.0284489239251999
MITF_91	0.177785727938249	0.0802992835664793	0.0984626477454971	-0.195322072431917	-0.116438933423346	-0.0198414745964587	-0.366862370794548	-0.14075181964703	-0.259088264731348
ENSG00000187728_92	0.107652264095086	0.057692397641008	-0.00454481230542037	-0.120973628943967	-0.0943653744626092	-0.0583292881967953	-0.267827046856074	-0.00357876564075135	0.012983476132055
SCXB_93	0.137986924972697	0.202780108587872	0.0807415410211687	-0.259648069915665	-0.163087914698783	-0.0892790944807821	-0.262842753006889	-0.0414690717251509	-0.0529431555414056
MESP2_94	0.0482705538349922	0.00691475640516391	-0.134423858615439	0.181963508140088	0.392053083698996	0.0944067746347617	0.0744129557025997	-0.409709526903831	-0.406420219990827
HES4_95	-0.169480866720112	-0.245678530888095	-0.188962089482372	0.528339200454442	0.445164739318202	0.0665770033524195	0.277048312485958	-0.297706803664205	-0.331570407079045
SCXA_96	0.137986924972697	0.202780108587872	0.0807415410211687	-0.259648069915665	-0.163087914698783	-0.0892790944807821	-0.262842753006889	-0.0414690717251509	-0.0529431555414056
TCF4_97	0.0248114629198982	0.00293587943007764	-0.124251855094057	0.254483470838888	0.442591814999553	0.141195306436174	0.133894982465824	-0.558104475114072	-0.407590516895185
HES5_98	-0.199967098533578	-0.146871677855349	-0.186252333748069	0.402167753624379	0.372674742108125	0.148470401163364	0.292602304875909	-0.327674904504318	-0.329289424271451
SREBF2_99	0.303819463045272	0.30357585055566	0.207314862053081	-0.44214506220753	-0.342124208766073	-0.282474772790527	-0.497783989641464	-0.00638845207576485	0.105622730492641
OLIG2_100	-0.043855248491828	-0.0296209993054505	-0.00489148983221398	0.0478632654948112	0.000867627370549163	0.0170655570299342	-0.120181198466339	-0.154158861857633	0.00227913353997346
TWIST2_101	0.191678538383759	0.232082150672841	0.0395892526453194	-0.331692525864026	-0.331377205230508	-0.151023240346685	-0.361237199066767	0.0353994588184052	-0.0122597892044974
ENSG00000250811_102	-0.0296235012341644	0.0325756614382955	-0.0965576888984006	0.143712218205895	0.049845885108647	-0.0209738167325239	0.120181533235077	-0.110403691416687	-0.0227473759742661
MGA_103	0.346022346433093	0.447853674901511	0.396199656847752	-0.774546585483524	-0.761024582310366	-0.429365260245483	-0.673194823435133	0.112922506127856	0.167985226449762
CREB3L3_104	-0.406119481325781	-0.270160729193787	-0.255402177888902	0.45411002593245	0.480329221285241	0.249678418541329	0.344415883315187	-0.0978896534464569	-0.116072250082839
FOSL2_105	2.99121672734015	2.95105325599815	2.98049712652791	-7.1577765848073	-6.99134206207299	-4.40305051413038	-6.19045786931096	2.67637933668279	1.98820631616988
NFE2L1_106	0.510674356459571	0.76946210906346	0.683782544097479	-1.28291943772628	-1.28207148100823	-0.627284794019851	-0.951938510390129	0.484042301699427	0.489490630605938
CEBPE_107	-0.285787487377632	-0.259683557962192	-0.209460541542938	0.387922281128421	0.391935919512279	0.118390548264223	0.271016477523111	-0.111855291749002	-0.0969799833643888
CREM_108	-0.354228770261352	-0.221384147250601	-0.236896569444923	0.464090900532101	0.489411007094064	0.211459649640162	0.292012281484367	-0.245921186305363	-0.232209781301424
XBP1_109	-0.0964849565241579	-0.0571693582585521	-0.0178362032411475	0.0181700988563271	0.0475120102115658	0.00172494214255522	0.114334419531991	-0.0191883498394479	0.0447996004642717
DBP_110	-0.596875241845583	-0.665118942278289	-0.638557312737353	1.17476992896267	1.10241281476572	0.410736658477006	0.879600724212492	-0.350071755383594	-0.251833531911772
CREB3_111	-0.406119481325781	-0.270160729193787	-0.255402177888902	0.45411002593245	0.480329221285241	0.249678418541329	0.344415883315187	-0.0978896534464569	-0.116072250082839
HLF_112	-0.501519977661495	-0.524870992252588	-0.405520633646216	0.796395869219288	0.772006209036241	0.220753369911705	0.649114648845914	-0.127368896662004	-0.211516695010716
BACH2_113	2.26787809515449	2.25221804550304	2.30585526558926	-5.47872696910253	-5.32229946866117	-3.22643939960255	-4.73875271617131	2.07891510177568	1.26076065047572
ATF2_114	-0.401340145110584	-0.338563394162822	-0.308350920078025	0.650294307257585	0.51926853104533	0.2660635899758	0.557193396850583	-0.226861233565333	-0.219222377278188
NFE2L2_115	0.967468338479357	1.17704720924369	0.865018098156187	-2.50537799623182	-2.46371783713643	-1.39649328779859	-2.18331635304882	0.684291147633746	0.79843635460438
ATF6_116	-0.164003276993159	-0.180812891534372	-0.141150238867101	0.360451639017136	0.23901273330281	0.0659816425105041	0.247188680783942	-0.197108701490777	-0.213332736414885
CREB1_117	-0.464225298555437	-0.466900311228448	-0.324168827702791	0.846571496880003	0.67698687597386	0.44329857714998	0.630363643649726	-0.304357159211999	-0.269058223227254
ATF1_118	-0.513581519808834	-0.338993260348107	-0.343156788427386	0.68708939584566	0.708514505867854	0.440317037026282	0.488991833092225	-0.283710446261701	-0.21621840046559
NFE2_119	1.47429151758469	1.57267526611293	1.50289193856905	-3.55991107891547	-3.39691319111461	-1.96105244113556	-3.09818901822353	1.16189581826881	0.92094802635865
BATF3_120	-0.306759748063498	-0.20861121845636	-0.201920770280593	0.341862693809198	0.30656150017161	0.159974060723491	0.202499038594218	0.0209558194418904	-0.0398516253771218
FOSB_121	2.56759030047196	2.62893941238034	2.48114196473882	-5.89797180129851	-5.73430811173223	-3.54347478952694	-5.1883241774882	2.3025570812895	1.67319353933194
ATF4_122	-0.151090152459881	-0.0814731132548936	0.0123141644401563	-0.138980975310308	-0.157704671008537	-0.0179411237843164	-0.0607956346253501	-0.0537075317457433	0.00779152147833703
NRL_123	0.0525208878991405	0.0948291974990551	0.05351274240884	-0.313678042463691	-0.17440244934614	-0.0648431404106989	-0.233837236388708	-0.0288951159194183	0.0965931632993749
JUND_124	3.02378795752588	3.04984671743799	3.09803401945278	-7.20325673917525	-6.94679589302745	-4.32983362907794	-6.25184400668454	2.55252076963399	1.91399450495422
JDP2_125	2.45811143211032	2.60576101241903	2.63382911734821	-5.87906535057616	-5.69001649260282	-3.34879674802252	-5.13502743875484	2.21841596677621	1.50738865947638
CREB3L4_126	-0.406119481325781	-0.270160729193787	-0.255402177888902	0.45411002593245	0.480329221285241	0.249678418541329	0.344415883315187	-0.0978896534464569	-0.116072250082839
CREB5_127	-0.464167569088774	-0.378298884275699	-0.265427977127005	0.485254039791164	0.523140505822538	0.287973618182096	0.54644247412075	-0.0746903299963178	-0.107856475776286
CEBPG_128	-0.176199304760987	-0.140513548887573	-0.0593667887489681	0.204104760878091	0.149950204143178	0.0770748558907358	0.206616138642573	-0.0662209815680311	-0.0282696737649215
BATF_129	2.00818358151247	2.4172749645475	2.03476624491659	-4.96510447661345	-4.94690493901774	-2.45070764899234	-4.15182637839313	2.14971769747932	1.96776334285278
BACH1_130	2.73513569335604	2.64819809833404	2.70100573432582	-6.52741799544802	-6.11717333875193	-3.6933074398855	-5.55346276565827	2.52466079110525	1.71238664219724
CREB3L1_131	-0.119493699828617	-0.118979934488992	-0.0420410797629426	0.0971441942853855	0.106502932283527	0.0784256294869482	0.0448701341653785	-0.0959931072647969	-0.103796255912766
ATF3_132	-0.373040819883668	-0.470576854118979	-0.281854353457494	0.736755873416121	0.607709500024723	0.325584443231208	0.512404086144886	-0.263384710986449	-0.361040444683101
NFIL3_133	-0.548583135447003	-0.680818388915258	-0.547090988200964	0.994890694430366	0.987387044039058	0.475812518009261	0.784450651544886	-0.23452147255494	-0.192790699897294
TEF_134	-0.489675419466038	-0.563267722045812	-0.497015976852008	1.04383907672585	0.930462708215424	0.349004948753431	0.692565104501614	-0.312296855311576	-0.262656486415155
CR7538031_135	-0.22447234861471	-0.163467790218091	-0.157926664524378	0.409265256077219	0.343270772104094	0.188365757773603	0.256534209663009	-0.130090783817752	-0.167245090928509
ATF5_136	-0.0198642507236869	-0.0222652832445407	0.102163395484776	-0.216530908477149	-0.162814092223782	-0.0177508596367148	-0.179627717564688	0.304204821848469	0.286243918401499
FOS_137	3.04966258251349	2.98668861908547	3.19274667405189	-7.27867716964131	-7.09430619565093	-4.49502685300598	-6.44391083704596	2.9075131244978	2.11803317058772
ATF7_138	-0.401117001290913	-0.324357036295044	-0.222935333220756	0.414424330518492	0.471155089418011	0.244587110419099	0.394118530495413	-0.0660237309918414	-0.0902165275325839
JUNB_139	3.14240244597095	3.24995083150897	3.19518357692413	-7.50810671650598	-7.2548610125415	-4.63158239744235	-6.58483009706708	2.73220013760052	2.09801759941579
CEBPB_140	-0.177308295255772	-0.217917799392753	-0.246587223500192	0.438695286945713	0.417755267635537	0.179530040821311	0.204634718961801	-0.139490143071234	-0.194436257080723
DDIT3_141	-0.0769831363741426	-0.0506762357758732	-0.0821960668834669	0.0552260466390771	0.132177210194685	-0.0207782855006123	0.162510608755141	-0.0540698046595521	-0.101990063801164
FOSL1_142	2.98299227336879	3.08776493077041	3.03475463287551	-7.1931223125762	-6.88263590358692	-4.253100093167	-6.36163220563704	2.63440306810738	1.99416965477881
JUN_143	3.07722299343493	3.11848575853762	3.1308037518602	-7.53902842477292	-7.342883733995	-4.5673427521564	-6.4384364385309	2.63278621612969	2.07408823684593
MAF_144	0.139241028596569	0.214700641899203	0.126411472160941	-0.424640539933577	-0.421108034128497	-0.104223114355003	-0.329754723225469	0.148600030474875	0.195240587089243
CREB3L2_145	-0.25133163225858	-0.29232083800409	-0.116625310548765	0.519145624991092	0.445740669190886	0.119971312602975	0.286357618495438	-0.263232785946127	-0.372387506968403
MAFA_146	0.153141707648758	0.0274757089283523	0.037382786008872	-0.10132799244289	-0.149066302464454	-0.0362929380199228	-0.19538370861953	-0.0176111062037165	0.0177480126124958
MAFF_147	0.625730537009313	0.789624864648377	0.606954969867544	-1.64061572935345	-1.5364515606166	-0.73903980343488	-1.47164214361434	0.449562210164916	0.443543428137541
MAFG_148	0.26479456653102	0.302105209035326	0.295499881071656	-0.555282115793604	-0.549477058427532	-0.187107580237091	-0.43566358723808	0.0479344130481094	0.119079021852429
MAFK_149	0.625076457871626	0.617495098886361	0.580884025558337	-1.45397877915312	-1.25579625937707	-0.622503705909617	-1.23492354063228	0.396391478702838	0.557161402117861
MAFB_150	0.0501674803001098	0.068512996929554	0.0286681081390015	-0.140414807673922	-0.103447974802239	-0.0677778732761044	-0.196823298360398	0.029477174563343	0.0538961326188931
ATF6B_151	-0.22447234861471	-0.163467790218091	-0.157926664524378	0.409265256077219	0.343270772104094	0.188365757773603	0.256534209663009	-0.130090783817752	-0.167245090928509
CEBPD_152	-0.0687522960711525	-0.0236971611582366	-0.044706576726876	-0.0206541289512581	0.00253574440818111	-0.0590509572820526	0.0142483607442211	-0.0151189923428405	-0.0988645029820905
CR9257962_153	-0.22447234861471	-0.163467790218091	-0.157926664524378	0.409265256077219	0.343270772104094	0.188365757773603	0.256534209663009	-0.130090783817752	-0.167245090928509
AL6628286_154	-0.22447234861471	-0.163467790218091	-0.157926664524378	0.409265256077219	0.343270772104094	0.188365757773603	0.256534209663009	-0.130090783817752	-0.167245090928509
CEBPA_155	-0.0812646526558372	-0.0818316337139701	-0.129444716470029	0.144067780482717	0.159563518653279	-0.00390831300448259	0.0485014175660622	-0.0664871096629988	-0.0931942006469693
ENSG00000250542_156	-0.22947915868503	-0.204826396328948	-0.25290082977679	0.360669786126402	0.423573724487136	0.0767465876145807	0.297856013542436	-0.20142318428398	-0.15682598683406
ZEB1_157	0.0735849658651949	-0.00550619119454147	0.094657586182915	0.0777526338592306	0.251262679947837	0.152845810963416	-0.00526426746871879	-0.482079037629224	-0.495423833531187
ZFX_158	0.000315228578884322	-0.0147770304102153	0.0655430034702728	-0.038472284906907	-0.120831944190877	-0.0282037536198256	-0.0496614332073246	0.0581541760581223	0.0378091616444108
